lyrics_chunk,song,artist,year,rank,source,decade,mood
bad boy 98 total kima keisha pam missy talk to me yeah yeah yeah yeahuh bad boy bad boy my mic sounds nice check one bad boy my mic sounds nice check twopuff ima make em go deaf make you say who dat them total bitches bad asses kima keisha and pam oh shit god dammit should you cram it or slam it damn right ima jam itbaby you sho is somethin see i wont trade you for nothin see everything you do to me you got me trippin and im satisfied and thats guaranteedchorus x2 i hope you that youve been checkin me i know what youre talkin bout you got me trippin on my own feet you got me buggin boy you bring me so much joy you got me open boy and ima save my stuff for youbaby yeah theres one thing ill mention me and her see shes no competitionso tell her that youre through with her and youre in love with me and thats totally and youre dedicated to mechorus x2baby theres one thing ill mention nah nah nah see shes no competitioni wont quit it till i get it till i have it ill admit it im in love you got me shit you got me i wont quit it till i get it till i have it ill admit it im in love you got me shit you got mebaby you know that you got me trippin ya see im open baby im open baby you know that you got me trippin ya see im open baby im openchorusthank you thank you 98 and we wont stop nah nah nah nah yeah yeah yeah missy misdemeanor,trippin,total featuring missy elliott,1999,60,1,1990s,confident
you say its been too long since you had some you say i turn you on like the fire thats burring inside you think that im the one you see in your dreams i know what you mean yeahits creepin around in my head me holding you down in my bed you dont have to say a word im convinced you want thisbaby you know i can give it to you cant deny ill do it right just let me know and ill give it to you show me where ill taste you therebaby you know that ill give it to you your body needs a man like me anything goes when i give it to you without a doubt ill turn you outthe feelin is fine giving you everything of mineim the place to be and soon youll see i dont care who leads as long as we do horizontally anyone can make you sweat but i can keep you wetits creepin around in my head me holding you down in my bed i cant wait to give you some im convinced you need itbaby you know i can give it to you cant deny ill do it right just let me know and ill give it to you show me where ill taste you therebaby you know that ill give it to you your body needs a man like me anything goes when i give it to you without a doubt ill turn you onthe feelin is fine givin you everything of mineits creepin around in my head im holding you down in my bed you dont have to say a word just relax ill do the work i cant wait to give you some im convinced you need one babybaby you know i can give it to you cant deny ill do you right just let me know and ill give it to you show me where ill taste you therebaby you know that ill give it to you your body needs a man like me anything goes when i give it to you without a doubt ill turn you out baby you knowi want to satisfy your every wish and mine baby id know just what you need and all the things you want baby no one could ever do you like i do you right baby theres nothing we cant do cause we do it right babythe feelin is fine giving you everything of mine,give it to you,jordan knight,1999,63,1,1990s,confident
party people yeah tag team music in full effect thats me dc the brain supreme and my man steve rolln were kicking the flow were kickin the flow and it goes a little somethin like this tag team back again check its records lets begin party on party people let me hear some noise dcs in the house jump jump rejoice theres a party over here a party over there wave your hands in the air shake your deriere these three words when youre gettin busy whoomp there it is hit meupside down and inside out im about to show all you folks whats its all about now its time for a nigga to get on the mic and make this mother fucking party hype im taking it back to the old school cause im an old fool whos so cool if you want to get down im gonna show you the way whoomp there it is let me hear you saywhoomp chak a laka chack a laka chak a laka chak a whoomp chak a laka chack a laka chak a laka chak a whoomp chak a laka chack a laka chak a laka chak a whoomp chak a laka chack a laka chak a laka chak apoint blank gin and juice i drank gettin bent and bent and as i puff on a dankt rock a mic uh oh i crave skin rip shit find a honey to to dip it in slam dunk it stick it flip it and ride that b double o t y oh my ooh thats it come on come on whoomp there it is im donesome say im crazy cause im pushin up daises the underground sound that you have found amazing outstanding demanding commanding you people dancin shit thats a breath taker i produce aka the undertaker you want to come down to the underground old school heres a shovel can you dig it fool can you dig it we can dig it can yll dig it we can dig itw h double o m p as i flow to the fly shit from the school of old hardcore keep the folk lore wreck three to the two and one miccheck mad skill flow ill on the mesh of steel thats the grill of the microphone i just killed party people its your party tag team is through whoomp there it is i thought you knewyeah tag team music comin straight atcha thats me dc the brain supreme and my man steve rolln bring it back yall bring it back yall bring it back here we gowhoomp there it is,whoomp there it is,tag team,1993,2,1,1990s,happy
wise men say only fools rush in but i cant help falling in love with youwise men say only fools rush in but i cant help falling in love with youshall i stay would it be a sin but i cant help falling in love with youas the river flows gently to the sea darling so we go some things were meant to betake my hand take my whole life too but i cant help falling in love with youas the river flows gently to the sea darling so we go some things were meant to betake my hand take my whole life too but i cant help falling in love with youi cant help falling in love with you i cant help falling in love with you i cant help falling in love with you,cant help falling in love,ub40,1993,3,1,1990s,happy
i dont know what it is that youve done to me but its caused me to act in such a crazy way whatever it is that you do when you do what youre doing its a feeling that i dont understandcause my heart starts beating triple time with thoughts of loving you on my mind i cant figure out just what to do when the cause and cure is youi get so weak in the knees i can hardly speak i lose all control and something takes over me in a daze and its so amazing its not a phase i want you to stay with me by my side i swallow my pride your love is so sweet it knocks me right off of my feet cant explain why your loving makes me weaktime after time after time ive tried to fight it but your love is strong it keeps on holding on resistance is down when youre around starts fading in my condition i dont want to be alonecause my heart starts beating triple time with thoughts of loving you on my mind i cant figure out just what to do when the cause and cure is you ohi get so weak in the knees i can hardly speak i lose all control and something takes over me in a daze and its so amazing its not a phase i want you to stay with me by my side i swallow my pride your love is so sweet it knocks me right off of my feet cant explain why your loving makes me weaki try hard to fight it no way can i deny it your loves so sweet it knocks me off my feeti get so weak in the knees i can hardly speak i lose all control and something takes over me in a daze and its so amazing its not a phase i want you to stay with me by my side i swallow my pride your love is so sweet it knocks me right off of my feet cant explain why your loving makes me weaki get so weak blood starts racing through my veins i get so weak boy its something i cant explain i get so weak something bout the way you do the things you do it knocks me right off of my feet off my feet i cant explain why your loving makes me weaki get so weak in the knees i can hardly speak i lose all control and something takes over me in a daze and its so amazing its not a phase i want you to stay with me by my side i swallow my pride your love is so sweet it knocks me right off of my feet,weak,swv,1993,6,1,1990s,happy
sha doop shobe doo sha doop shobe doo sha doop shobe dooin the still of the nite i held you held you tight oh i love love you so promise ill never let you go in the still of the nite in the still of the nitei remember that night in bed i remember i remember well the stars were bright up above i remember i remember i hope and i pray i remember i remember to keep your precious loveso before the light hold me again with all of your might in the still of the nite in the still of the niteshoo wap shoo wa shoo wap shoo wa shoo wap shoo waso before the light hold me again with all of your might in the still of the nite in the still of the nite in the still of the nitesha doop shobe doo sha doop shobe doo sha doop shobe doo,in the still of the nite,boyz ii men,1993,12,1,1990s,happy
close your eyes make a wish and blow out the candlelight for tonight is just your night were gonna celebrate all through the nightpour the wine light the fire girl your wish is my command i submit to your demands i will do anything girl you need only askill make love to you like you want me to and ill hold you tight baby all through the night ill make love to you when you want me to and i will not let go till you tell me togirl relax lets go slow i aint got nowhere to go im just gonna concentrate on you girl are you ready its gonna be a long nightthrow your clothes on the floor im gonna take my clothes off too i made plans to be with you girl whatever you ask me you know i can doill make love to you like you want me to and ill hold you tight baby all through the night ill make love to you when you want me to and i will not let go till you tell me tobaby tonight is your night and i will do you right just make a wish on your night anything that you ask i will give you the love of your lifeill make love to you like you want me to and ill hold you tight baby all through the night ill make love to you when you want me to and i will not let go till you tell me toill make love to you like you want me to and ill hold you tight baby all through the night ill make love to you when you want me to and i will not let go till you tell me to,ill make love to you,boyz ii men,1994,3,1,1990s,happy
the whispers in the morning of lovers sleeping tight are rolling by like thunder now as i look in your eyes i hold on to your body and feel each move you make your voice is warm and tender a love that i could not forsake cause i am your lady and you are my man whenever you reach for me ill do all that i can even though there may be times it seems im far away never wonder where i am cause i am always by your side cause i am your lady and you are my man whenever you reach for me ill do all that i can were heading for something somewhere ive never been sometimes i am frightened but im ready to learn of the power of love the sound of your heart beating made it clear suddenly the feeling that i cant go on is light years away cause i am your lady and you are my man whenever you reach for me im gonna do all that i can were heading for something somewhere ive never been sometimes i am frightened but im ready to learn of the power of love the power of love incomprehensible the power of love,the power of love,celine dion,1994,4,3,1990s,happy
when its love you give ill be a man of good faith then in love you live ill make a stand i wont break ill be the rock you can build on be there when youre old to have and to hold when theres love inside i swear ill always be strong then theres a reason why ill prove to you we belong ill be the one that protects you from the wind and the rain from the hurt and the pain lets make it all for one and all for love let the one you hold be the one you want the one you need cause when its all for one its one for all when theres someone that should know then just let your feelings show and make it all for one and all for love when its love you make ill be the fire in your night then its love you take i will defend i will fight ill be there when you need me when honors at stake this vow i will make that its all for one and all for love let the one you hold be the one you want the one you need cause when its all for one its one for all when theres someone that should know then just let your feelings show and make it all for one and all for love dont lay our love to rest cause we could stand up to the test we got everything and more than we had planned more than the rivers that run the land weve got it all in our hands now its all for one and all for love let the one you hold be the one you want the one you need cause when its all for one its one for all when theres someone that should know then just let your feelings show when theres someone that you want when theres someone that you need lets make it all all for one and all for love,all for love,bryan adams rod stewart and sting,1994,8,3,1990s,happy
oh when you walk by every night talking sweet and looking fine i get kinda hectic inside mmm baby im so into you darling if you only knew all the things that flow through my mindbut its just a sweet sweet fantasy baby when i close my eyes you come and you take me its so deep in my daydreams but its just a sweet sweet fantasy babyimages of rapture creep into me slowly as youre going to my head and my heart beats faster when you take me over time and time and time again meaning byamandah editor in an interview with live nation tv mariah discussed how she heard tom tom clubs genius of love while at an amusement park and immediately wanted to see all but its just a sweet sweet fantasy baby when i close my eyes you come and you take me its so deep in my daydreams but its just a sweet sweet fantasy babysweet sweet fantasy baby when i close my eyes you come and you take me its so deep in my daydreams but its just a sweet sweet fantasy babyim in heaven with my boyfriend my laughing boyfriend theres no beginning and there is no end feels like im dreaming but im not sleepingsweet sweet fantasy baby when i close my eyes you come and you take me its so deep in my daydreams but its just a sweet sweet fantasy babysweet sweet fantasy baby when i close my eyes you come and you take me its so deep in my daydreams but its just a sweet sweet fantasy babysweet sweet fantasy baby sweet sweet fantasy baby,fantasy,mariah carey,1995,7,1,1990s,happy
dale a tu cuerpo alegria macarena que tu cuerpo es pa darle alegria y cosa buena dale a tu cuerpo alegria macarena hey macarenadale a tu cuerpo alegria macarena que tu cuerpo es pa darle alegria y cosa buena dale a tu cuerpo alegria macarena hey macarenamacarena tiene un novio que se llama que se llama de apellido vitorino que en la jura de bandera el muchacho se la dio con dos amigosmacarena tiene un novio que se llama que se llama de apellido vitorino y en la jura de bandera el muchacho se la dio con dos amigosdale a tu cuerpo alegria macarena que tu cuerpo es pa darle alegria y cosa buena dale a tu cuerpo alegria macarena hey macarenadale a tu cuerpo alegria macarena que tu cuerpo es pa darle alegria y cosa buena dale a tu cuerpo alegria macarena hey macarenamacarena macarena macarena que te gustan los veranos de marbella macarena macarena macarena que te gusta la movida guerrilleradale a tu cuerpo alegria macarena que tu cuerpo es pa darle alegria y cosa buena dale a tu cuerpo alegria macarena hey macarenadale a tu cuerpo alegria macarena que tu cuerpo es pa darle alegria y cosa buena dale a tu cuerpo alegria macarena hey macarenamacarena suena con el corte ingles y se compra los modelos mas modernos le gustaria vivir en nueva york y ligar un novio nuevomacarena suena con el corte ingles y se compra los modelos mas modernos le gustaria vivir en nueva york y ligar un novio nuevodale a tu cuerpo alegria macarena que tu cuerpo es pa darle alegria y cosa buena dale a tu cuerpo alegria macarena hey macarenadale a tu cuerpo alegria macarena que tu cuerpo es pa darle alegria y cosa buena dale a tu cuerpo alegria macarena hey macarenamacarena tiene un novio que se llama que se llama de apellido vitorino y en la jura de bandera del muchacho se la dio con dos amigosmacarena tiene un novio que se llama que se llama de apellido vitorino y en la jura de bandera del muchacho se la dio con dos amigosdale a tu cuerpo alegria macarena que tu cuerpo es pa darle alegria y cosa buena dale a tu cuerpo alegria macarena hey macarenadale a tu cuerpo alegria macarena que tu cuerpo es pa darle alegria y cosa buena dale a tu cuerpo alegria macarena hey macarena,macarena bayside boys mix,los del r'io,1996,1,1,1990s,happy
for all those times you stood by me for all the truth that you made me see for all the joy you brought to my life for all the wrong that you made rightfor every dream you made come true for all the love i found in you ill be forever thankful babyyoure the one who held me up never let me fall youre the one who saw me through through it allyou were my strength when i was weak you were my voice when i couldnt speak you were my eyes when i couldnt see you saw the best there was in melifted me up when i couldnt reach you gave me faith cause you believed im everything i am because you loved me ooh babyyou gave me wings and made me fly you touched my hand i could touch the sky i lost my faith you gave it back to me you said no star was out of reachyou stood by me and i stood tall i had your love i had it all im grateful for each day you gave memaybe i dont know that much but i know this much is true i was blessed because i was loved by youyou were my strength when i was weak you were my voice when i couldnt speak you were my eyes when i couldnt see you saw the best there was in melifted me up when i couldnt reach you gave me faith cause you believed im everything i am because you loved meyou were always there for me the tender wind that carried me the light in the dark shining your love into my life youve been my inspiration through the lies you were the truth my world is a better place because of youyou were my strength when i was weak you were my voice when i couldnt speak you were my eyes when i couldnt see you saw the best there was in melifted me up when i couldnt reach you gave me faith cause you believed im everything i am because you loved meyou were my strength when i was weak you were my voice when i couldnt speak you were my eyes when i couldnt see you saw the best there was in melifted me up when i couldnt reach you gave me faith cause you believed im everything i am because you loved me ohhhh im everything i am because you loved me,because you loved me,celine dion,1996,3,1,1990s,happy
the very first time that i saw your brown eyes your lips said hello and i said hi i knew right then you were the onebut i was caught up in physical attraction but to my satisfaction baby you were more than just a phaseand if i ever ever fall in love again again i will be sure that the lady is a friendand if i ever ever fall in love so true so true i will be sure that the ladys just like youoh yeah yeah yyeah the very next time shell be my friendif i say that i could be your one and only promise that youll never leave me lonely i just wanna be the one you need oh babyi just wanna be the one to serve you sometimes i feel as if i dont deserve you i cherish every moment that we shareand if i ever ever fall in love again again i will be sure that the lady is a friendand if i ever fall ever fall in love so true so true i will be sure that the ladys just like youi need someone wholl be my friend to be with me through thick and thin please share my love with me my friend i need someone like youand if i ever ever fall in love again again i will be sure that the lady is a friendand if i ever fall ever fall in love so true true i will be sure that the ladys just like you,if i ever fall in love,shai,1993,7,1,1990s,reflective
i need a lover to give me the kind of love that would last always i need somebody uplifting to take me awayi want a lover who knows me who understands how i feel inside someone to comfort and hold me through the long lonely nights till the dawn why dont you take me awaydream lover come rescue me take me up take me down take me anywhere you want to baby now i need you so desperately wont you please come around cause i wanna share forever with you babyi dont want another pretender to disillusion me one more time whispering words of forever playing with my mindi need someone to hold on to the kind of love that wont fly away i just want someone to belong to everyday of my life always so come and take me awaydream lover come rescue me take me up take me down take me anywhere you want to baby now i need you so desperately wont you please come around cause i wanna share forever with you babybaby come and take me awaydream lover come rescue me take me up take me down take me anywhere you want to baby now i need you so desperately wont you please come around cause i wanna share forever with you babydream lover come rescue me take me up take me down take me anywhere you want to baby now i need you so desperately wont you please come around cause i wanna share forever with you baby,dreamlover,mariah carey,1993,8,1,1990s,reflective
hi we are not in right now but if you leave your name and number well get back to youall this love waiting just for you i just gotta know that your love is true cant keep running boy in and out my life wanna be your girl not cause the mood is rightif i let you come inside tomorrow will you hide will you be there for me when i need someone to hold me baby dont misunderstand i do want for my man i just need a little time before i invest my love dont walk away boy my love wont hurt you dont walk away boy ill be right there for youyou said all the things that i like to hear you push all my buttons baby love to have close to me wanna feel your love wanna be for sure that its me you need baby each and every nightif i let you come inside tomorrow will you hide will you be there for me when i need someone to hold baby dont misunderstand i do want you for my man i just need a little time before i invest my love dont walk away boy my love wont hurt you dont walk away boy ill be right there for youdont misunderstand i want you for my man i need a little time before i give you my love dont walk away boy ill be right there for youdont walk away this is what is sounds like when we make lovedont walk away boy dont walk away boy ill be right there for you dont walk away boy my love wont hurt you dont walk away boy ill be right there for you dont walk away boy my love wont hurt you,dont walk away,jade,1993,13,1,1990s,reflective
i i gotta new life you would hardly recognize me im so glad how could a person like me care for you i why do i bother when youre not the one for me its enough enoughi saw the sign and it opened up my eyes i saw the sign life is demanding without understanding i saw the sign and it opened up my eyes i saw the sign no ones gonna drag you up to get into the light where you belong but where do you belongi under the clear moon for so many years ive wondered who you are how could a person like you bring me joy under the pale moon where i see a lot of stars its enough enoughi saw the sign and it opened up my eyes i saw the sign life is demanding without understanding i saw the sign and it opened up my eyes i saw the sign no ones gonna drag you up to get into the light where you belong but where do you belong oh oh ohi saw the sign and it opened up my mind and i am happy now living without you ive left you oh oh ohi saw the sign and it opened up my eyes i saw the sign no ones gonna drag you up to get into the light where you belongi saw the sign i saw the sign i saw the sign i saw the sign i saw the sign i saw the sign i saw the sign i saw the sign and it opened up my eyes i saw the sign,the sign,ace of base,1994,1,1,1990s,reflective
theres a hero if you look inside your heart you dont have to be afraid of what you are theres an answer if you reach into your soul and the sorrow that you know will melt awayand then a hero comes along with the strength to carry on and you cast your fears aside and you know you can survive so when you feel like hope is gone look inside you and be strong and youll finally see the truth that a hero lies in you meaning byamandah editor hero was originally intended for gloria esteban to record would it have been as successful as mariahs see all its a long road when you face the world alone no one reaches out a hand for you to hold you can find love if you search within yourself and the emptiness you felt will disappearand then a hero comes along with the strength to carry on and you cast your fears aside and you know you can survive so when you feel like hope is gone look inside you and be strong and youll finally see the truth that a hero lies in youlord knows dreams are hard to follow but dont let anyone tear them away hold on there will be tomorrow in time youll find the wayand then a hero comes along with the strength to carry on and you cast your fears aside and you know you can survive so when you feel like hope is gone look inside you and be strong and youll finally see the truth that a hero lies in you that a hero lies in you that a hero lies in you,hero,mariah carey,1994,5,1,1990s,reflective
hmm hmm say goodbye not knowing when the truth in my whole life began say goodbye not knowing how to cry you taught me thatand ill remember the strength that you gave me now that im standing on my own ill remember the way that you saved me ill rememberinside i was a child that could not mend a broken wing outside i looked for a way to teach my heart to singand ill remember the love that you gave me now that im standing on my own ill remember the way that you changed me ill rememberi learned to let go of the illusion that we can possess i learned to let go i travel in stillness and ill remember happiness ill remember hmmill remember hmm and ill remember the love that you gave me now that im standing on my own ill remember the way that you changed me ill remember ill rememebernow ill never be afraid to cry now i finally have a reason whyill remember ill remember now ill never be afraid to cry now i finally have a reason whyill remember ill remember now ill never be afraid to cry and i finally have a reason whyill remember ill remember now ill never be afraid to cry and i finally have a reason whyremember,ill remember,madonna,1994,13,1,1990s,reflective
as i walk through the valley of the shadow of death i take a look at my life and realize theres none left cause ive been brassing and laughing so long that even my mamma thinks that my mind is gone but i aint never crossed a man that didnt deserve it me be treated like a punk you know thats unheard of you better watch how you talking and where you walking or you and your homies might be lined in chalk i really hate to trip but i gotta lope as they croak i see myself in the pistal smoke fool im the kinda g that little homies want to be like on my knees in the night saying prayers in the street lightthey been spending most their lives living in the gangstas paradise they been spending most their lives living in the gangstas paradise we keep spending most our lives living in the gangstas paradise we keep spending most our lives living in the gangstas paradisethey got the situation they got me facing i cant live a normal life i was raised by the strip so i gotta be down with the hood team too much television watching got me chasing dreams im a educated fool with money on my mind got my ten in my hand and a gleam in my eye im a loped out gangsta set trippin banger and my homies is down so gonna rouse my anger fool death aint nothing but a heart beat away im living life do or die what can i say im twenty three never will i live to see 24 the way things is going i dont knowtell me why are we so blind to see that the ones we hurt are you and methey been spending most their lives living in the gangstas paradise they been spending most their lives living in the gangstas paradise we keep spending most our lives living in the gangstas paradise we keep spending most our lives living in the gangstas paradisepower and the money money and the power minute after minute hour after hour everybodys running but half of them aint looking whats going on in the kitchen but i dont know whats cooking they say ive got to learn but nobodys here to teach me if they cant understand it how can they reach me i guess they cant i guess they wont i guess they front thats why i know my life is out of luck foolthey been spending most their lives living in the gangstas paradise they been spending most their lives living in the gangstas paradise we keep spending most our lives living in the gangstas paradise we keep spending most our lives living in the gangstas paradisetell me why are we so blind to see that the ones we hurt are you and metell me why are we so blind to see that the ones we hurt are you and me,gangstas paradise,coolio featuring lv,1995,1,1,1990s,reflective
a lonely mother gazing out of her window staring at a son that she just cant touch if at any time hes in a jam shell be by his side but he doesnt realize he hurts her so much but all the praying just aint helping at all cause he cant seem to keep his self out of trouble so he goes out and he makes his money the best way he know how another body laying cold in the gutter listen to medont go chasing waterfalls please stick to the rivers and the lakes that youre used to i know that youre gonna have it your way or nothing at all but i think youre moving too fastlittle precious has a natural obsession for temptation but he just cant see she give him loving that his body cant handle but all he can say is baby its good to me one day he goes and takes a glimpse in the mirror but he doesnt recognize his own face his health is fading and he doesnt know why three letters took him to his final resting place yall dont hear medont go chasing waterfalls please stick to the rivers and the lakes that youre used to i know that youre gonna have it your way or nothing at all but i think youre moving too fasti seen rainbow yesterday but too many storms have come and gone leavin a trace of not on godgiven ray is it because my life is ten shades of gray i pray all ten fade away seldom praise him for the sunny days and like his promise is true only my faith can undo the many chances i blew to bring my life to anew clear blue and unconditional skies have dried the tears from my eyes no more lonely cries my only bleedin hope is for the folk who cant cope wit such an endurin pain that it keeps em in the pourin rain whos to blame for tootin caine in your own vein what a shame you shoot and aim for someone elses brain you claim the insane and name this day in time for fallin prey to crime i say the system got you victim to your own mind dreams are hopeless aspirations in hopes of comin true believe in yourself the rest is up to me and youdont go chasing waterfalls please stick to the rivers and the lakes that youre used to i know that youre gonna have it your way or nothing at all but i think youre moving too fastdont go chasing waterfalls please stick to the rivers and the lakes that youre used to i know that youre gonna have it your way or nothing at all but i think youre moving too fast,waterfalls,tlc,1995,2,1,1990s,reflective
there used to be a greying tower alone on the sea you became the light on the dark side of me love remained a drug thats the high and not the pill but did you know that when it snows my eyes become large and the light that you shine can be seenbaby i compare you to a kiss from a rose on the grey ooh the more i get of you the stranger it feels yeah now that your rose is in bloom a light hits the gloom on the greythere is so much a man can tell you so much he can say you remain my power my pleasure my pain baby to me youre like a growing addiction that i cant deny wont you tell me is that healthy baby but did you know that when it snows my eyes become large and the light that you shine can be seenbaby i compare you to a kiss from a rose on the grey ooh the more i get of you the stranger it feels yeah now that your rose is in bloom a light hits the gloom on the greyive been kissed by a rose on the grey ive been kissed by a rose on the grey and if i should fall will it all go away ive been kissed by a rose on the greythere is so much a man can tell you so much he can say you remain my power my pleasure my pain to me youre like a growing addiction that i cant deny wont you tell me is that healthy baby but did you know that when it snows my eyes become large and the light that you shine can be seenbaby i compare you to a kiss from a rose on the grey ooh the more i get of you the stranger it feels yeah now that your rose is in bloom a light hits the gloom on the greyyes i compare you to a kiss from a rose on the grey ooh the more i get of you stranger it feels yeah and now that your rose is in bloom a light hits the gloom on the greynow that your rose is in bloom a light hits the gloom on the grey,kiss from a rose,seal,1995,4,1,1990s,reflective
its just one of dem days when i wanna be all alone its just one of dem days when i gotta be all alone its just one of dem days dont take it personal its just one of dem days and you think i treat you wrongi wanna take some time out to think things through i know it always feels like im doing you wrong but im so in love with you so understand that im only in love youre the only one i need so have no thought that i want to leave and baby trust me pleasejust one of dem days that a girl goes through when im angry inside dont want to take it out on to you just one of dem days dont take it personal i just wanna be all alone and you think i treat you wrongdont take it personal baby baby baby baby babyi sit and think about every thing we do and i find myself in misery and that aint cool hey now i really want to be with you the whole way through but the way you make me feel inside keeps me confusedas i swing back mood to mood its not because of you i never want you to be insecure so wont you understand that im only in love youre the only one i need ill be there for you when you need me boy so baby dont you leavejust one of dem days that a girl goes through when im angry inside dont want to take it out on to you just one of dem days dont take it personal i just wanna be all alone and you think i treat you wrongjust one of dem days that a girl goes through when im angry inside i dont want to take it out on you just one of dem days dont take it personal i just wanna be all alone and you think i treat you wrongdont take it personal baby baby baby baby baby dont take it personal yeah dont take it personaljust one of dem days that a girl goes through when im angry inside dont want to take it out on you just one of dem days dont take it personal i just wanna be all alone and you think i treat you wrongdont take it personal baby personal baby personal baby personal baby personal baby personal baby personal baby personal baby,dont take it personal just one of dem days,monica,1995,9,1,1990s,reflective
if i should stay ill only be in your way so ill go but i know ill think of you every step of the wayand i will always love you i will always love you you my darling you hmmmbittersweet memories that is all im taking with me so goodbye please dont cry we both know im not what you you needand i will always love you i will always love youi hope life treats you kind and i hope you have all youve dreamed of and i wish to you joy and happiness but above all this i wish you loveand i will always love you i will always love you i will always love you i will always love you i will always love you i i will always love youyou darling i love you oh ill always ill always love you,i will always love you,whitney houston,1993,1,1,1990s,sad
you say i only hear what i want to and you say i talk so all the time soand i thought what i felt was simple and i thought that i dont belong and now that i am leaving now i know that i did something wrong cause i missed you yeah i missed youand you say i only hear what i want to i dont listen hard i dont pay attention to the distance that youre running or to anyone anywherei dont understand if you really care im only hearing negative no no no badso i i turned the radio on iturned the radio up and this woman was singing my song lovers in love and the others run away lover is crying cause the other wont stayand some of us hover when we weep for the other who was dying since the day they were born well well this is not that i think that im throwing but im thrownand i thought id live forever but now im not so sure you try to tell me that im clever but that wont take me anyhow or anywhere with youand you said that i was naive and i thought that i was strong i thought hey i can leave i can leave oh but now i know that i was wrong cause i missed you yeah i missed youyou said you caught me cause you want me and one day ill let you go you try to give away a keeper or keep me cause you know youre just so scared to loseand you say stay you say i only hear what i want to,stay i missed you,lisa loeb and nine stories,1994,6,1,1990s,sad
if i never feel you in my arms again if i never feel your tender kiss again if i never hear i love you now and then will i never make love to you once againplease understand if love ends then i promise you i promise you that that i shall never breathe again breathe again breathe again that i shall never breathe again breathe againand i cant stop thinkin about about the way things used to be and i cant stop thinkin about about the love that you make to meand i cant get you out of my head how in the world will i begin to let you walk right out my life and blow my heart awayand i cant stop carin about about the apple of my eye and i cant stop doin without without the center of my lifeand i cant get you out of my head and i know i cant pretend that i wont die if you decide you wont see me againif i never feel you in my arms again if i never feel your tender kiss again if i never hear i love you now and then will i never make love to you once againplease understand if love ends then i promise you i promise you that that i shall never breathe again breathe again breathe again that i shall never breathe again breathe againand i cant stop thinkin about about the way my life would be no i cant stop thinkin about how could your love be leavin meand i cant get you out of my mind god knows how hard i tried and if you walk right out my life god knows id surely dieand i cant stop doin without without the rythm of my heart no i cant stop doin without for i would surely fall apartand i cant get you out of my mind cause i know i cant deny and i would die if you decide you wont see me againif i never feel you in my arms again if i never feel your tender kiss again if i never hear i love you now and then will i never make love to you once againplease understand if love ends then i promise you i promise you that that i shall never breathe again breathe again breathe again that i shall never breathe again breathe again that i shall never breathe again breathe again breathe again that i shall never breathe again breathe again,breathe again,toni braxton,1994,7,1,1990s,sad
if you want to leave i wont beg you to stay and if you gotta go darling maybe its better that way im gonna be strong im gonna do fine dont worry about this heart of mine just walk out that door see if i care go on and go now butdont turn around cause youre gonna see my heart breakingdont turn around i dont want you seeing me cry just walk away its tearing me apart that youre leaving im letting you go but i wont let you know i wont let you know i wont miss your arms around me holding me tight and if you ever think about me just know that ill be alright im gonna be strong im gonna do fine dont worry about this heart of mine i will survive ill make it through ill even learn to live without youdont turn around cause youre gonna see my heart breaking dont turn around i dont want you seeing me cry just walk away its tearing me apart that youre leaving im letting you go but i wont let you knowi wish i could scream out loud that i love you i wish i could say to you dont goas he walks away he feels the pain getting strong people in your life they dont know whats going on too proud to turn around hes gonedont turn around cause youre gonna see my heart breaking dont turn around i dont want you seeing me cry just walk away its tearing me apart that youre leaving im letting you go baby dont turn around dont turn around just walk away its tearing me apart that youre leaving im letting you go dont turn around,dont turn around,ace of base,1994,10,1,1990s,sad
creep oh ah oh ah oh ah yeah creep oh ah oh ah oh ah yeahcreep oh ah oh ah oh ah yeah creep oh ah oh ah oh ah yeahthe twenty second of loneliness and weve been through so many things i love my man with all honesty but i know hes cheating on me look him in the eyes but all he tells me is lies to keep me nearill never leave him down though i might mess around its only cause i need some affection oh so i creep yeah just creepin on on the down low cept nobody is supposed to know so i creep yeah cause he doesnt know what i do and no attention goes to show ohso i creep the twenty third of loneliness and we dont talk like we used to do now this is pretty strange but im not buggin cause i still feel the same i keep giving loving till the day he pushes me away never go a strayif he knew the things i did he couldnt handle me and i choose to keep him protected oh so i creep yeah just creepin on but ill know cept nobody is supposed to know so i creep yeah cause he doesnt know what i do and no attention goes to show ohso i creep yeah just creepin on but ill know cept nobody is supposed to know so i creep yeah cause he doesnt know what i do and no attention goes to showso i creep oh ah oh ah oh ah yeah so i creep oh ah oh ah oh ah yeah so i creep oh ah oh ah oh ah yeah baby oh ah oh ah oh ah yeahso i creep yeah just creepin on but ill knowso i creep yeah cause he doesnt know what i do and no attention goes to show so i creep yeah just creepin on but ill know so i creep yeah cause he doesnt know what i do so i creep cept nobody is supposed to know,creep,tlc,1995,3,1,1990s,sad
